거래 #,타입,날짜 및 시간,신호,가격 USD,포지션 크기 (수량),포지션 크기 (가치),순손익 USD,순손익 %,유리한 변동 USD,유리한 변동 %,불리한 변동 USD,불리한 변동 %,누적 손익 USD,누적 손익 %
1696,매도 진입,2024-10-07 17:00,S4,2652.885,103.62,274891.9437,-264.75,-0.10,218.64,0.08,-587.01,-0.21,-64861.75,-648.62
1697,매도 청산,2024-10-08 12:30,XS1,2641.75,143.72,379364.0306,-308.28,-0.08,32.34,0.01,-567.69,-0.15,-65170.03,-651.70
1697,매도 진입,2024-10-08 12:10,S1,2639.605,143.72,379364.0306,-308.28,-0.08,32.34,0.01,-567.69,-0.15,-65170.03,-651.70
1698,매도 청산,2024-10-08 12:30,XS2,2641.75,175.66,463895.2242,-154.58,-0.03,0,0.00,-471.65,-0.10,-65324.61,-653.25
1698,매도 진입,2024-10-08 12:10,S2,2640.87,175.66,463895.2242,-154.58,-0.03,0,0.00,-471.65,-0.10,-65324.61,-653.25
1699,매도 청산,2024-10-08 12:30,XS2,2641.75,175.66,464017.4836,-32.32,-0.01,31.79,0.01,-349.39,-0.08,-65356.93,-653.57
1699,매도 진입,2024-10-08 12:10,S2,2641.566,175.66,464017.4836,-32.32,-0.01,31.79,0.01,-349.39,-0.08,-65356.93,-653.57
1700,매도 청산,2024-10-08 12:30,XS2,2641.75,175.66,464195.6028,145.8,0.03,209.91,0.05,-171.27,-0.04,-65211.13,-652.11
1700,매도 진입,2024-10-08 12:10,S2,2642.58,175.66,464195.6028,145.8,0.03,209.91,0.05,-171.27,-0.04,-65211.13,-652.11
1701,매도 청산,2024-10-08 12:30,XS2,2641.75,175.66,464180.6717,130.87,0.03,194.98,0.04,-186.2,-0.04,-65080.27,-650.80
1701,매도 진입,2024-10-08 12:10,S2,2642.495,175.66,464180.6717,130.87,0.03,194.98,0.04,-186.2,-0.04,-65080.27,-650.80
1702,매도 청산,2024-10-08 12:30,XS2,2641.75,175.66,464268.5017,218.7,0.05,282.81,0.06,-98.37,-0.02,-64861.57,-648.62
1702,매도 진입,2024-10-08 12:10,S2,2642.995,175.66,464268.5017,218.7,0.05,282.81,0.06,-98.37,-0.02,-64861.57,-648.62
1703,매도 청산,2024-10-09 12:10,XS1,2615.77,45.22,118285.1194,0,0.00,35.05,0.03,-385.73,-0.33,-64861.57,-648.62
1703,매도 진입,2024-10-09 04:00,S1,2615.77,45.22,118285.1194,0,0.00,35.05,0.03,-385.73,-0.33,-64861.57,-648.62
1704,매도 청산,2024-10-09 12:10,XS2,2615.77,55.27,144795.7933,222.19,0.15,222.19,0.15,-249.27,-0.17,-64639.38,-646.39
1704,매도 진입,2024-10-09 04:40,S2,2619.79,55.27,144795.7933,222.19,0.15,222.19,0.15,-249.27,-0.17,-64639.38,-646.39
1705,매도 청산,2024-10-09 12:10,XS3,2615.77,71.07,186474.1767,571.4,0.31,571.4,0.31,-34.82,-0.02,-64067.98,-640.68
1705,매도 진입,2024-10-09 08:10,S3,2623.81,71.07,186474.1767,571.4,0.31,571.4,0.31,-34.82,-0.02,-64067.98,-640.68
1706,매도 청산,2024-10-09 18:40,XS1,2615.215,78.53,205372.834,0,0.00,82.46,0.04,-271.32,-0.13,-64067.98,-640.68
1706,매도 진입,2024-10-09 17:30,S1,2615.215,78.53,205372.834,0,0.00,82.46,0.04,-271.32,-0.13,-64067.98,-640.68
1707,매도 청산,2024-10-09 18:40,XS2,2615.215,95.99,251256.7047,222.22,0.09,222.22,0.09,-109.43,-0.04,-63845.76,-638.46
1707,매도 진입,2024-10-09 18:20,S2,2617.53,95.99,251256.7047,222.22,0.09,222.22,0.09,-109.43,-0.04,-63845.76,-638.46
1708,매도 청산,2024-10-10 00:20,XS1,2613.372,28.79,75139.021,-99.96,-0.13,10.36,0.01,-231.76,-0.31,-63945.72,-639.46
1708,매도 진입,2024-10-10 00:00,S1,2609.9,28.79,75139.021,-99.96,-0.13,10.36,0.01,-231.76,-0.31,-63945.72,-639.46
1709,매도 청산,2024-10-10 00:20,XS2,2613.372,35.18,92038.4437,100.02,0.11,100.02,0.11,-61.04,-0.07,-63845.71,-638.46
1709,매도 진입,2024-10-10 00:00,S2,2616.215,35.18,92038.4437,100.02,0.11,100.02,0.11,-61.04,-0.07,-63845.71,-638.46
1710,매도 청산,2024-10-10 14:30,반대신호정리,2613.365,28.79,75057.40135,-181.38,-0.24,53.41,0.07,-284.88,-0.38,-64027.08,-640.27
1710,매도 진입,2024-10-10 02:50,S1,2607.065,28.79,75057.40135,-181.38,-0.24,53.41,0.07,-284.88,-0.38,-64027.08,-640.27
1711,매도 청산,2024-10-10 14:30,반대신호정리,2613.365,35.18,91938.7084,0.53,0.00,66.14,0.07,-125.94,-0.14,-64026.55,-640.27
1711,매도 진입,2024-10-10 11:30,S2,2613.38,35.18,91938.7084,0.53,0.00,66.14,0.07,-125.94,-0.14,-64026.55,-640.27
1712,매수 청산,2024-10-10 16:40,XL1,2615.34,66.23,172945.0744,268.89,0.16,333.47,0.19,-25.83,-0.01,-63757.66,-637.58
1712,매수 진입,2024-10-10 16:20,L1,2611.28,66.23,172945.0744,268.89,0.16,333.47,0.19,-25.83,-0.01,-63757.66,-637.58
1713,매수 청산,2024-10-10 18:30,XL1,2617.415,66.23,173169.5941,181.8,0.10,199.35,0.12,-12.25,-0.01,-63575.86,-635.76
1713,매수 진입,2024-10-10 18:10,L1,2614.67,66.23,173169.5941,181.8,0.10,199.35,0.12,-12.25,-0.01,-63575.86,-635.76
1714,매수 청산,2024-10-11 15:20,XL1,2646.965,90.45,238872.5708,545.41,0.23,545.41,0.23,-10.85,0.00,-63030.44,-630.30
1714,매수 진입,2024-10-11 12:20,L1,2640.935,90.45,238872.5708,545.41,0.23,545.41,0.23,-10.85,0.00,-63030.44,-630.30
1715,매수 청산,2024-10-14 16:20,XL2,2661.385,100.45,267517.9378,-181.81,-0.07,25.61,0.01,-181.81,-0.07,-63212.26,-632.12
1715,매수 진입,2024-10-14 16:20,L1,2663.195,100.45,267517.9378,-181.81,-0.07,25.61,0.01,-181.81,-0.07,-63212.26,-632.12
1716,매수 청산,2024-10-14 16:20,XL2,2661.385,22.32,59402.1132,0,0.00,0,0.00,0,0.00,-63212.26,-632.12
1716,매수 진입,2024-10-14 16:20,L2,2661.385,22.32,59402.1132,0,0.00,0,0.00,0,0.00,-63212.26,-632.12
1717,매수 청산,2024-10-14 16:30,XL1,2663.195,100.45,267336.1233,181.81,0.07,181.81,0.07,-217.98,-0.08,-63030.44,-630.30
1717,매수 진입,2024-10-14 16:20,L2,2661.385,100.45,267336.1233,181.81,0.07,181.81,0.07,-217.98,-0.08,-63030.44,-630.30
1718,매수 청산,2024-10-14 16:30,XL2,2663.195,122.77,326516.0227,444.43,0.14,444.43,0.14,-44.2,-0.01,-62586.02,-625.86
1718,매수 진입,2024-10-14 16:30,L2,2659.575,122.77,326516.0227,444.43,0.14,444.43,0.14,-44.2,-0.01,-62586.02,-625.86
1719,매수 청산,2024-10-14 22:30,반대신호정리,2653.52,100.45,266784.6528,-238.57,-0.09,97.44,0.04,-814.65,-0.31,-62824.59,-628.25
1719,매수 진입,2024-10-14 20:00,L1,2655.895,100.45,266784.6528,-238.57,-0.09,97.44,0.04,-814.65,-0.31,-62824.59,-628.25
1720,매수 청산,2024-10-14 22:30,반대신호정리,2653.52,122.77,325842.0155,-69.37,-0.02,283.6,0.09,-773.45,-0.24,-62893.95,-628.94
1720,매수 진입,2024-10-14 20:10,L2,2654.085,122.77,325842.0155,-69.37,-0.02,283.6,0.09,-773.45,-0.24,-62893.95,-628.94
1721,매수 청산,2024-10-14 22:30,반대신호정리,2653.52,157.85,418661.6088,196.52,0.05,369.37,0.09,-708.75,-0.17,-62697.43,-626.97
1721,매수 진입,2024-10-14 20:50,L3,2652.275,157.85,418661.6088,196.52,0.05,369.37,0.09,-708.75,-0.17,-62697.43,-626.97
1722,매수 청산,2024-10-14 22:30,반대신호정리,2653.52,220.99,585726.2604,675.12,0.12,917.11,0.16,-592.25,-0.10,-62022.3,-620.22
1722,매수 진입,2024-10-14 21:20,L4,2650.465,220.99,585726.2604,675.12,0.12,917.11,0.16,-592.25,-0.10,-62022.3,-620.22
1723,매수 청산,2024-10-16 10:00,XL1,2664.495,42.03,111988.7248,0,0.00,85.32,0.08,-239.36,-0.21,-62022.3,-620.22
1723,매수 진입,2024-10-16 04:10,L1,2664.495,42.03,111988.7248,0,0.00,85.32,0.08,-239.36,-0.21,-62022.3,-620.22
1724,매수 청산,2024-10-16 10:00,XL2,2664.495,51.38,136679.5346,222.22,0.16,222.22,0.16,-70.39,-0.05,-61800.09,-618.00
1724,매수 진입,2024-10-16 04:50,L2,2660.17,51.38,136679.5346,222.22,0.16,222.22,0.16,-70.39,-0.05,-61800.09,-618.00
1725,매수 청산,2024-10-16 17:50,XL1,2679.16,66.72,178571.7432,181.81,0.10,181.81,0.10,-6.67,0.00,-61618.27,-616.18
1725,매수 진입,2024-10-16 17:30,L1,2676.435,66.72,178571.7432,181.81,0.10,181.81,0.10,-6.67,0.00,-61618.27,-616.18
1726,매수 청산,2024-10-17 12:40,XL1,2677.2,128.94,345410.2743,-212.11,-0.06,61.89,0.02,-547.35,-0.16,-61830.38,-618.30
1726,매수 진입,2024-10-17 12:30,L1,2678.845,128.94,345410.2743,-212.11,-0.06,61.89,0.02,-547.35,-0.16,-61830.38,-618.30
1727,매수 청산,2024-10-17 12:40,XL2,2677.2,157.6,421963.756,-37.04,-0.01,0,0.00,-446.8,-0.11,-61867.42,-618.67
1727,매수 진입,2024-10-17 12:30,L2,2677.435,157.6,421963.756,-37.04,-0.01,0,0.00,-446.8,-0.11,-61867.42,-618.67
1728,매수 청산,2024-10-17 12:40,XL2,2677.2,157.6,421841.4584,85.26,0.02,85.26,0.02,-324.5,-0.08,-61782.16,-617.82
1728,매수 진입,2024-10-17 12:30,L2,2676.659,157.6,421841.4584,85.26,0.02,85.26,0.02,-324.5,-0.08,-61782.16,-617.82
1729,매수 청산,2024-10-17 12:40,XL2,2677.2,157.6,421762.5008,164.22,0.04,164.22,0.04,-245.54,-0.06,-61617.94,-616.18
1729,매수 진입,2024-10-17 12:30,L2,2676.158,157.6,421762.5008,164.22,0.04,164.22,0.04,-245.54,-0.06,-61617.94,-616.18
1730,매수 청산,2024-10-17 12:40,XL2,2677.2,157.6,421704.3464,222.37,0.05,222.37,0.05,-187.39,-0.04,-61395.56,-613.96
1730,매수 진입,2024-10-17 12:40,L2,2675.789,157.6,421704.3464,222.37,0.05,222.37,0.05,-187.39,-0.04,-61395.56,-613.96
1731,매수 청산,2024-10-17 15:40,XL1,2685.34,128.94,345702.3234,545.42,0.16,545.42,0.16,-55.44,-0.02,-60850.14,-608.50
1731,매수 진입,2024-10-17 15:10,L1,2681.11,128.94,345702.3234,545.42,0.16,545.42,0.16,-55.44,-0.02,-60850.14,-608.50
1732,매수 청산,2024-10-17 17:10,XL1,2682.74,71.3,191097.547,181.82,0.10,255.25,0.13,-4.99,0.00,-60668.33,-606.68
1732,매수 진입,2024-10-17 16:30,L1,2680.19,71.3,191097.547,181.82,0.10,255.25,0.13,-4.99,0.00,-60668.33,-606.68
1733,매수 청산,2024-10-18 01:50,XL1,2691.09,41.74,112326.0966,0,0.00,207.24,0.18,-295.52,-0.26,-60668.33,-606.68
1733,매수 진입,2024-10-18 00:20,L1,2691.09,41.74,112326.0966,0,0.00,207.24,0.18,-295.52,-0.26,-60668.33,-606.68
1734,매수 청산,2024-10-18 01:50,XL2,2691.09,51.02,137077.2197,222.19,0.16,242.35,0.18,-139.03,-0.10,-60446.14,-604.46
1734,매수 진입,2024-10-18 01:30,L2,2686.735,51.02,137077.2197,222.19,0.16,242.35,0.18,-139.03,-0.10,-60446.14,-604.46
1735,매수 청산,2024-10-18 13:00,XL1,2710.105,137.22,371694.675,185.93,0.05,297.77,0.08,-205.14,-0.06,-60260.21,-602.60
1735,매수 진입,2024-10-18 12:30,L1,2708.75,137.22,371694.675,185.93,0.05,297.77,0.08,-205.14,-0.06,-60260.21,-602.60
1736,매수 청산,2024-10-18 13:00,XL2,2710.105,167.71,454062.2468,449.46,0.10,586.15,0.13,-28.51,-0.01,-59810.74,-598.11
1736,매수 진입,2024-10-18 12:40,L2,2707.425,167.71,454062.2468,449.46,0.10,586.15,0.13,-28.51,-0.01,-59810.74,-598.11
1737,매수 청산,2024-10-21 18:20,XL1,2735.825,58.36,159117.3728,545.37,0.34,545.37,0.34,-163.99,-0.10,-59265.37,-592.65
1737,매수 진입,2024-10-21 11:00,L1,2726.48,58.36,159117.3728,545.37,0.34,545.37,0.34,-163.99,-0.10,-59265.37,-592.65
1738,매수 청산,2024-10-22 14:50,XL1,2731.139,182.73,499235.7193,-174.69,-0.03,231.15,0.05,-544.54,-0.11,-59440.06,-594.40
1738,매수 진입,2024-10-22 14:40,L1,2732.095,182.73,499235.7193,-174.69,-0.03,231.15,0.05,-544.54,-0.11,-59440.06,-594.40
1739,매수 청산,2024-10-22 14:50,XL2,2731.139,223.33,609936.563,8.71,0.00,8.71,0.00,-443.31,-0.07,-59431.35,-594.31
1739,매수 진입,2024-10-22 14:40,L2,2731.1,223.33,609936.563,8.71,0.00,8.71,0.00,-443.31,-0.07,-59431.35,-594.31
1740,매수 청산,2024-10-22 14:50,XL2,2731.139,223.33,609779.1153,166.16,0.03,166.16,0.03,-285.86,-0.05,-59265.19,-592.65
1740,매수 진입,2024-10-22 14:40,L2,2730.395,223.33,609779.1153,166.16,0.03,166.16,0.03,-285.86,-0.05,-59265.19,-592.65
1741,매수 청산,2024-10-22 14:50,XL2,2731.139,223.33,609722.8362,222.44,0.04,222.44,0.04,-229.58,-0.04,-59042.75,-590.43
1741,매수 진입,2024-10-22 14:50,L2,2730.143,223.33,609722.8362,222.44,0.04,222.44,0.04,-229.58,-0.04,-59042.75,-590.43
1742,매수 청산,2024-10-22 14:50,XL3,2731.139,287.15,783674.8482,571.72,0.07,571.72,0.07,-9.48,0.00,-58471.04,-584.71
1742,매수 진입,2024-10-22 14:50,L3,2729.148,287.15,783674.8482,571.72,0.07,571.72,0.07,-9.48,0.00,-58471.04,-584.71
1743,매수 청산,2024-10-22 17:30,XL1,2736.67,107.9,294986.731,299.96,0.10,497.42,0.17,-149.44,-0.05,-58171.08,-581.71
1743,매수 진입,2024-10-22 17:10,L1,2733.89,107.9,294986.731,299.96,0.10,497.42,0.17,-149.44,-0.05,-58171.08,-581.71
1744,매수 청산,2024-10-22 19:10,XL1,2732.865,107.9,294876.1335,0,0.00,120.85,0.04,-317.77,-0.11,-58171.08,-581.71
1744,매수 진입,2024-10-22 18:30,L1,2732.865,107.9,294876.1335,0,0.00,120.85,0.04,-317.77,-0.11,-58171.08,-581.71
1745,매수 청산,2024-10-22 19:10,XL2,2732.865,131.88,360188.0184,222.22,0.06,222.22,0.06,-166.17,-0.05,-57948.86,-579.49
1745,매수 진입,2024-10-22 18:40,L2,2731.18,131.88,360188.0184,222.22,0.06,222.22,0.06,-166.17,-0.05,-57948.86,-579.49
1746,매수 청산,2024-10-23 16:00,XL1,2750.54,93,255787.665,12.56,0.00,275.28,0.11,-205.06,-0.08,-57936.3,-579.36
1746,매수 진입,2024-10-23 14:20,L1,2750.405,93,255787.665,12.56,0.00,275.28,0.11,-205.06,-0.08,-57936.3,-579.36
1747,매수 청산,2024-10-23 16:00,XL2,2750.54,113.66,312388.827,237.55,0.08,279.04,0.09,-28.41,-0.01,-57698.75,-576.99
1747,매수 진입,2024-10-23 15:40,L2,2748.45,113.66,312388.827,237.55,0.08,279.04,0.09,-28.41,-0.01,-57698.75,-576.99
1748,매도 청산,2024-10-24 22:10,반대신호정리,2740.65,19.95,54182.0055,-493.96,-0.91,52.57,0.10,-514.41,-0.95,-58192.71,-581.93
1748,매도 진입,2024-10-24 03:50,S1,2715.89,19.95,54182.0055,-493.96,-0.91,52.57,0.10,-514.41,-0.95,-58192.71,-581.93
1749,매도 청산,2024-10-24 22:10,반대신호정리,2740.65,24.39,66462.75,-381.7,-0.57,113.54,0.17,-406.7,-0.61,-58574.42,-585.74
1749,매도 진입,2024-10-24 10:20,S2,2725,24.39,66462.75,-381.7,-0.57,113.54,0.17,-406.7,-0.61,-58574.42,-585.74
1750,매도 청산,2024-10-24 22:10,반대신호정리,2740.65,31.36,85741.6896,-205.09,-0.24,58.33,0.07,-237.24,-0.28,-58779.52,-587.80
1750,매도 진입,2024-10-24 15:30,S3,2734.11,31.36,85741.6896,-205.09,-0.24,58.33,0.07,-237.24,-0.28,-58779.52,-587.80
1751,매수 청산,2024-10-24 23:10,XL1,2735.18,44.61,122008.35,8.03,0.01,55.99,0.05,-240.67,-0.20,-58771.48,-587.71
1751,매수 진입,2024-10-24 22:50,L1,2735,44.61,122008.35,8.03,0.01,55.99,0.05,-240.67,-0.20,-58771.48,-587.71
1752,매수 청산,2024-10-24 23:10,XL2,2735.18,54.53,148917.3403,232.03,0.16,290.64,0.20,-71.98,-0.05,-58539.46,-585.39
1752,매수 진입,2024-10-24 22:50,L2,2730.925,54.53,148917.3403,232.03,0.16,290.64,0.20,-71.98,-0.05,-58539.46,-585.39
1753,매수 청산,2024-10-25 10:20,반대신호정리,2734.365,44.61,121750.5042,229.52,0.19,384.76,0.32,-151,-0.12,-58309.94,-583.10
1753,매수 진입,2024-10-25 00:40,L1,2729.22,44.61,121750.5042,229.52,0.19,384.76,0.32,-151,-0.12,-58309.94,-583.10
1754,매도 청산,2024-10-25 14:30,XS1,2727.715,154.08,420273.2304,-13.1,0.00,123.26,0.03,-202.62,-0.05,-58323.04,-583.23
1754,매도 진입,2024-10-25 14:10,S1,2727.63,154.08,420273.2304,-13.1,0.00,123.26,0.03,-202.62,-0.05,-58323.04,-583.23
1755,매도 청산,2024-10-25 14:30,XS2,2727.715,188.32,513889.4992,206.21,0.04,372.87,0.07,-25.42,0.00,-58116.83,-581.17
1755,매도 진입,2024-10-25 14:10,S2,2728.81,188.32,513889.4992,206.21,0.04,372.87,0.07,-25.42,0.00,-58116.83,-581.17
1756,매도 청산,2024-10-25 16:10,XS1,2729.78,154.08,420794.7912,190.29,0.05,329.73,0.08,-255,-0.06,-57926.54,-579.27
1756,매도 진입,2024-10-25 15:50,S1,2731.015,154.08,420794.7912,190.29,0.05,329.73,0.08,-255,-0.06,-57926.54,-579.27
1757,매도 청산,2024-10-25 16:10,XS2,2729.78,188.32,514526.9624,454.79,0.09,625.22,0.12,-89.45,-0.02,-57471.75,-574.72
1757,매도 진입,2024-10-25 15:50,S2,2732.195,188.32,514526.9624,454.79,0.09,625.22,0.12,-89.45,-0.02,-57471.75,-574.72
1758,매수 청산,2024-10-28 12:00,XL1,2734.29,45.45,124633.4445,-359.96,-0.29,255.66,0.21,-793.33,-0.64,-57831.71,-578.32
1758,매수 진입,2024-10-26 04:00,L1,2742.21,45.45,124633.4445,-359.96,-0.29,255.66,0.21,-793.33,-0.64,-57831.71,-578.32
1759,매수 청산,2024-10-28 12:00,XL2,2734.29,55.55,151877.3108,12.5,0.01,348.02,0.23,-517.17,-0.34,-57819.21,-578.19
1759,매수 진입,2024-10-28 07:00,L3,2734.065,55.55,151877.3108,12.5,0.01,348.02,0.23,-517.17,-0.34,-57819.21,-578.19
1760,매수 청산,2024-10-28 12:00,XL3,2734.29,15.87,43389.61155,3.57,0.01,99.43,0.23,-147.75,-0.34,-57815.64,-578.16
1760,매수 진입,2024-10-28 07:00,L3,2734.065,15.87,43389.61155,3.57,0.01,99.43,0.23,-147.75,-0.34,-57815.64,-578.16
1761,매수 청산,2024-10-28 12:00,XL3,2734.29,55.55,151877.3108,12.5,0.01,348.02,0.23,-517.17,-0.34,-57803.14,-578.03
1761,매수 진입,2024-10-28 07:00,L2,2734.065,55.55,151877.3108,12.5,0.01,348.02,0.23,-517.17,-0.34,-57803.14,-578.03
1762,매수 청산,2024-10-28 12:00,XL4,2734.29,100,273021,408,0.15,543,0.20,-545.5,-0.20,-57395.14,-573.95
1762,매수 진입,2024-10-28 10:00,L4,2730.21,100,273021,408,0.15,543,0.20,-545.5,-0.20,-57395.14,-573.95
1763,매수 청산,2024-10-28 12:00,XL5,2734.29,166.66,454350.1586,1346.61,0.30,1571.6,0.35,-242.49,-0.05,-56048.53,-560.49
1763,매수 진입,2024-10-28 10:10,L5,2726.21,166.66,454350.1586,1346.61,0.30,1571.6,0.35,-242.49,-0.05,-56048.53,-560.49
1764,매수 청산,2024-10-28 21:50,반대신호정리,2733.125,12.64,34641.7528,-95.05,-0.27,37.98,0.11,-160.72,-0.46,-56143.58,-561.44
1764,매수 진입,2024-10-28 16:00,L1,2740.645,12.64,34641.7528,-95.05,-0.27,37.98,0.11,-160.72,-0.46,-56143.58,-561.44
1765,매수 청산,2024-10-29 17:40,XL1,2752.02,79.57,218821.8763,156.36,0.07,521.58,0.24,-289.63,-0.13,-55987.23,-559.87
1765,매수 진입,2024-10-29 15:00,L1,2750.055,79.57,218821.8763,156.36,0.07,521.58,0.24,-289.63,-0.13,-55987.23,-559.87
1766,매수 청산,2024-10-29 17:40,XL2,2752.02,97.25,267220.6325,413.31,0.15,505.21,0.19,-131.77,-0.05,-55573.91,-555.74
1766,매수 진입,2024-10-29 17:20,L2,2747.77,97.25,267220.6325,413.31,0.15,505.21,0.19,-131.77,-0.05,-55573.91,-555.74
1767,매수 청산,2024-10-30 14:30,XL1,2783.105,102.43,284528.0054,545.44,0.19,545.44,0.19,-165.42,-0.06,-55028.47,-550.28
1767,매수 진입,2024-10-30 10:20,L1,2777.78,102.43,284528.0054,545.44,0.19,545.44,0.19,-165.42,-0.06,-55028.47,-550.28
1768,매수 청산,2024-10-31 23:40,XL1,2738.43,20.61,57438.8334,-999.79,-1.74,66.57,0.12,-999.79,-1.74,-56028.27,-560.28
1768,매수 진입,2024-10-31 04:10,L1,2786.94,20.61,57438.8334,-999.79,-1.74,66.57,0.12,-999.79,-1.74,-56028.27,-560.28
1769,매도 청산,2024-11-04 17:50,XS1,2732.04,28.67,78327.5868,0,0.00,0,0.00,-369.7,-0.47,-56028.27,-560.28
1769,매도 진입,2024-11-04 08:00,S1,2732.04,28.67,78327.5868,0,0.00,0,0.00,-369.7,-0.47,-56028.27,-560.28
1770,매도 청산,2024-11-04 17:50,XS2,2732.04,35.05,95980.219,222.22,0.23,222.22,0.23,-229.75,-0.24,-55806.05,-558.06
1770,매도 진입,2024-11-04 08:10,S2,2738.38,35.05,95980.219,222.22,0.23,222.22,0.23,-229.75,-0.24,-55806.05,-558.06
1771,매도 청산,2024-11-04 17:50,XS3,2732.04,45.06,123677.0832,571.36,0.46,571.36,0.46,-9.69,-0.01,-55234.69,-552.35
1771,매도 진입,2024-11-04 16:10,S3,2744.72,45.06,123677.0832,571.36,0.46,571.36,0.46,-9.69,-0.01,-55234.69,-552.35
1772,매수 청산,2024-11-05 13:30,반대신호정리,2735.355,32.46,88960.6875,-171.06,-0.19,67.35,0.08,-514.82,-0.58,-55405.75,-554.06
1772,매수 진입,2024-11-05 00:40,L1,2740.625,32.46,88960.6875,-171.06,-0.19,67.35,0.08,-514.82,-0.58,-55405.75,-554.06
1773,매수 청산,2024-11-05 13:30,반대신호정리,2735.355,39.68,108525.792,13.09,0.01,186.89,0.17,-407.12,-0.38,-55392.66,-553.93
1773,매수 진입,2024-11-05 01:10,L2,2735.025,39.68,108525.792,13.09,0.01,186.89,0.17,-407.12,-0.38,-55392.66,-553.93
1774,매도 청산,2024-11-05 15:00,XS1,2731.94,132.71,363101.1955,545.44,0.15,545.44,0.15,-164.56,-0.05,-54847.22,-548.47
1774,매도 진입,2024-11-05 14:20,S1,2736.05,132.71,363101.1955,545.44,0.15,545.44,0.15,-164.56,-0.05,-54847.22,-548.47
1775,매수 청산,2024-11-05 22:40,XL1,2742.87,49.4,135377.736,120.04,0.09,153.63,0.11,-196.61,-0.15,-54727.18,-547.27
1775,매수 진입,2024-11-05 21:30,L1,2740.44,49.4,135377.736,120.04,0.09,153.63,0.11,-196.61,-0.15,-54727.18,-547.27
1776,매수 청산,2024-11-05 22:40,XL2,2742.87,60.38,165245.5688,368.92,0.22,409.98,0.25,-18.11,-0.01,-54358.25,-543.58
1776,매수 진입,2024-11-05 22:20,L2,2736.76,60.38,165245.5688,368.92,0.22,409.98,0.25,-18.11,-0.01,-54358.25,-543.58
1777,매도 청산,2024-11-06 14:10,XS1,2738.76,111.2,304550.112,0,0.00,286.9,0.09,-547.66,-0.18,-54358.25,-543.58
1777,매도 진입,2024-11-06 13:20,S1,2738.76,111.2,304550.112,0,0.00,286.9,0.09,-547.66,-0.18,-54358.25,-543.58
1778,매도 청산,2024-11-06 14:10,XS2,2738.76,135.91,372447.0844,222.21,0.06,222.21,0.06,-447.14,-0.12,-54136.04,-541.36
1778,매도 진입,2024-11-06 13:40,S2,2740.395,135.91,372447.0844,222.21,0.06,222.21,0.06,-447.14,-0.12,-54136.04,-541.36
1779,매도 청산,2024-11-06 14:10,XS3,2738.76,174.74,479142.3222,571.4,0.12,571.4,0.12,-289.19,-0.06,-53564.64,-535.65
1779,매도 진입,2024-11-06 13:40,S3,2742.03,174.74,479142.3222,571.4,0.12,571.4,0.12,-289.19,-0.06,-53564.64,-535.65
1780,매도 청산,2024-11-06 14:10,XS4,2738.76,244.64,671210.2056,1199.96,0.18,1199.96,0.18,-4.89,0.00,-52364.68,-523.65
1780,매도 진입,2024-11-06 14:00,S4,2743.665,244.64,671210.2056,1199.96,0.18,1199.96,0.18,-4.89,0.00,-52364.68,-523.65
1781,매도 청산,2024-11-06 16:40,XS1,2726.135,111.2,303698.876,552.66,0.18,823.99,0.27,-1.67,0.00,-51812.02,-518.12
1781,매도 진입,2024-11-06 16:20,S1,2731.105,111.2,303698.876,552.66,0.18,823.99,0.27,-1.67,0.00,-51812.02,-518.12
1782,매도 청산,2024-11-06 17:50,XS1,2728.095,46.14,126056.0949,181.79,0.14,262.08,0.21,-84.44,-0.07,-51630.23,-516.30
1782,매도 진입,2024-11-06 17:20,S1,2732.035,46.14,126056.0949,181.79,0.14,262.08,0.21,-84.44,-0.07,-51630.23,-516.30
1783,매도 청산,2024-11-07 13:40,XS1,2656.28,45.06,119691.9768,0,0.00,225.75,0.19,-225.98,-0.19,-51630.23,-516.30
1783,매도 진입,2024-11-07 11:10,S1,2656.28,45.06,119691.9768,0,0.00,225.75,0.19,-225.98,-0.19,-51630.23,-516.30
1784,매도 청산,2024-11-07 13:40,XS2,2656.28,55.07,146503.547,222.21,0.15,222.21,0.15,-53.97,-0.04,-51408.02,-514.08
1784,매도 진입,2024-11-07 12:30,S2,2660.315,55.07,146503.547,222.21,0.15,222.21,0.15,-53.97,-0.04,-51408.02,-514.08
1785,매수 청산,2024-11-08 04:30,XL1,2693.725,49.54,133447.1365,0,0.00,330.93,0.25,-244.23,-0.18,-51408.02,-514.08
1785,매수 진입,2024-11-08 01:20,L1,2693.725,49.54,133447.1365,0,0.00,330.93,0.25,-244.23,-0.18,-51408.02,-514.08
1786,매수 청산,2024-11-08 04:30,XL2,2693.725,60.55,162882.8302,222.22,0.14,260.37,0.16,-76.29,-0.05,-51185.8,-511.86
1786,매수 진입,2024-11-08 04:00,L2,2690.055,60.55,162882.8302,222.22,0.14,260.37,0.16,-76.29,-0.05,-51185.8,-511.86
1787,매도 청산,2024-11-08 21:20,XS1,2687.35,27.97,75165.1795,0,0.00,15.52,0.02,-214.81,-0.29,-51185.8,-511.86
1787,매도 진입,2024-11-08 19:50,S1,2687.35,27.97,75165.1795,0,0.00,15.52,0.02,-214.81,-0.29,-51185.8,-511.86
1788,매도 청산,2024-11-08 21:20,XS2,2687.35,34.18,92075.793,222.17,0.24,222.17,0.24,-40.33,-0.04,-50963.63,-509.64
