거래 #,타입,날짜 및 시간,신호,가격 USD,포지션 크기 (수량),포지션 크기 (가치),순손익 USD,순손익 %,유리한 변동 USD,유리한 변동 %,불리한 변동 USD,불리한 변동 %,누적 손익 USD,누적 손익 %
571,매수 진입,2023-08-09 15:20,L2,1929.32,419.28,808925.2896,591.18,0.07,798.73,0.10,-270.44,-0.03,7162.99,71.63
572,매수 청산,2023-08-09 15:40,XL2,1930.73,419.28,808703.0712,813.4,0.10,1020.95,0.13,-48.22,-0.01,7976.39,79.76
572,매수 진입,2023-08-09 15:20,L3,1928.79,419.28,808703.0712,813.4,0.10,1020.95,0.13,-48.22,-0.01,7976.39,79.76
573,매수 청산,2023-08-09 15:40,XL3,1930.73,119.8,231069.042,232.41,0.10,291.71,0.13,-13.78,-0.01,8208.8,82.09
573,매수 진입,2023-08-09 15:20,L3,1928.79,119.8,231069.042,232.41,0.10,291.71,0.13,-13.78,-0.01,8208.8,82.09
574,매수 청산,2023-08-09 15:40,XL3,1930.73,419.28,808654.854,861.62,0.11,1069.16,0.13,0,0.00,9070.42,90.70
574,매수 진입,2023-08-09 15:20,L2,1928.675,419.28,808654.854,861.62,0.11,1069.16,0.13,0,0.00,9070.42,90.70
575,매수 청산,2023-08-09 20:50,반대신호정리,1925.7,111.2,214570.408,-432.57,-0.20,138.44,0.06,-695.56,-0.32,8637.86,86.38
575,매수 진입,2023-08-09 16:50,L1,1929.59,111.2,214570.408,-432.57,-0.20,138.44,0.06,-695.56,-0.32,8637.86,86.38
576,매수 청산,2023-08-09 20:50,반대신호정리,1925.7,135.91,262028.364,-306.48,-0.12,150.18,0.06,-627.9,-0.24,8331.38,83.31
576,매수 진입,2023-08-09 17:20,L2,1927.955,135.91,262028.364,-306.48,-0.12,150.18,0.06,-627.9,-0.24,8331.38,83.31
577,매수 청산,2023-08-09 20:50,반대신호정리,1925.7,174.74,336605.1568,-108.34,-0.03,69.9,0.02,-521.6,-0.15,8223.04,82.23
577,매수 진입,2023-08-09 18:50,L3,1926.32,174.74,336605.1568,-108.34,-0.03,69.9,0.02,-521.6,-0.15,8223.04,82.23
578,매수 청산,2023-08-09 20:50,반대신호정리,1925.7,244.64,470854.9384,248.31,0.05,398.76,0.08,-330.26,-0.07,8471.35,84.71
578,매수 진입,2023-08-09 19:50,L4,1924.685,244.64,470854.9384,248.31,0.05,398.76,0.08,-330.26,-0.07,8471.35,84.71
579,매도 청산,2023-08-10 20:20,반대신호정리,1921.895,66.11,126763.6111,-292.87,-0.23,220.81,0.17,-349.39,-0.28,8178.48,81.78
579,매도 진입,2023-08-10 01:10,S1,1917.465,66.11,126763.6111,-292.87,-0.23,220.81,0.17,-349.39,-0.28,8178.48,81.78
580,매도 청산,2023-08-10 20:20,반대신호정리,1921.895,80.8,155153.372,-135.74,-0.09,166.85,0.11,-204.83,-0.13,8042.74,80.43
580,매도 진입,2023-08-10 16:00,S2,1920.215,80.8,155153.372,-135.74,-0.09,166.85,0.11,-204.83,-0.13,8042.74,80.43
581,매수 청산,2023-08-10 21:30,XL1,1924.875,57.17,109863.3031,181.8,0.17,181.8,0.17,-29.73,-0.03,8224.54,82.25
581,매수 진입,2023-08-10 20:40,L1,1921.695,57.17,109863.3031,181.8,0.17,181.8,0.17,-29.73,-0.03,8224.54,82.25
582,매수 청산,2023-08-11 01:00,XL1,1920.45,57.17,109792.1265,0,0.00,280.42,0.26,-429.63,-0.39,8224.54,82.25
582,매수 진입,2023-08-10 22:30,L1,1920.45,57.17,109792.1265,0,0.00,280.42,0.26,-429.63,-0.39,8224.54,82.25
583,매수 청산,2023-08-11 01:00,XL2,1920.45,69.88,133978.8276,222.22,0.17,222.22,0.17,-302.93,-0.23,8446.76,84.47
583,매수 진입,2023-08-10 23:10,L2,1917.27,69.88,133978.8276,222.22,0.17,222.22,0.17,-302.93,-0.23,8446.76,84.47
584,매수 청산,2023-08-11 01:00,XL3,1920.45,89.84,171961.8456,571.38,0.33,571.38,0.33,-103.77,-0.06,9018.14,90.18
584,매수 진입,2023-08-10 23:50,L3,1914.09,89.84,171961.8456,571.38,0.33,571.38,0.33,-103.77,-0.06,9018.14,90.18
585,매수 청산,2023-08-11 18:00,XL1,1919.475,128.49,246451.5294,181.81,0.07,181.81,0.07,-32.76,-0.01,9199.95,92.00
585,매수 진입,2023-08-11 17:40,L1,1918.06,128.49,246451.5294,181.81,0.07,181.81,0.07,-32.76,-0.01,9199.95,92.00
586,매수 청산,2023-08-11 20:40,XL1,1918.925,128.49,246380.8599,181.81,0.07,181.81,0.07,-41.76,-0.02,9381.77,93.82
586,매수 진입,2023-08-11 18:30,L1,1917.51,128.49,246380.8599,181.81,0.07,181.81,0.07,-41.76,-0.02,9381.77,93.82
587,매도 청산,2023-08-14 11:00,XS1,1911.54,205.44,392706.7776,0,0.00,286.59,0.07,-312.27,-0.08,9381.77,93.82
587,매도 진입,2023-08-14 10:10,S1,1911.54,205.44,392706.7776,0,0.00,286.59,0.07,-312.27,-0.08,9381.77,93.82
588,매도 청산,2023-08-14 11:00,XS2,1911.54,251.09,480190.7932,222.21,0.05,222.21,0.05,-159.44,-0.03,9603.98,96.04
588,매도 진입,2023-08-14 10:40,S2,1912.425,251.09,480190.7932,222.21,0.05,222.21,0.05,-159.44,-0.03,9603.98,96.04
589,매도 청산,2023-08-15 00:00,XS1,1908.54,82.27,157070.2954,54.71,0.03,123.41,0.08,-200.33,-0.13,9658.69,96.59
589,매도 진입,2023-08-14 23:20,S1,1909.205,82.27,157070.2954,54.71,0.03,123.41,0.08,-200.33,-0.13,9658.69,96.59
590,매도 청산,2023-08-15 00:00,XS2,1908.54,100.55,192192.7783,289.08,0.15,331.82,0.17,-22.62,-0.01,9947.77,99.48
590,매도 진입,2023-08-14 23:40,S2,1911.415,100.55,192192.7783,289.08,0.15,331.82,0.17,-22.62,-0.01,9947.77,99.48
591,매도 청산,2023-08-15 03:00,XS1,1910.12,82.27,157145.5724,0,0.00,27.15,0.02,-257.92,-0.16,9947.77,99.48
591,매도 진입,2023-08-15 00:30,S1,1910.12,82.27,157145.5724,0,0.00,27.15,0.02,-257.92,-0.16,9947.77,99.48
592,매도 청산,2023-08-15 03:00,XS2,1910.12,100.55,192284.7815,222.22,0.12,222.22,0.12,-93.01,-0.05,10169.99,101.70
592,매도 진입,2023-08-15 01:00,S2,1912.33,100.55,192284.7815,222.22,0.12,222.22,0.12,-93.01,-0.05,10169.99,101.70
593,매도 청산,2023-08-15 21:20,XS1,1901.185,82.27,156955.9401,545.45,0.35,545.45,0.35,-41.55,-0.03,10715.44,107.15
593,매도 진입,2023-08-15 05:30,S1,1907.815,82.27,156955.9401,545.45,0.35,545.45,0.35,-41.55,-0.03,10715.44,107.15
594,매도 청산,2023-08-16 16:30,반대신호정리,1903.545,42.53,80962.6598,4.89,0.01,140.99,0.17,-124.83,-0.15,10720.33,107.20
594,매도 진입,2023-08-16 04:40,S1,1903.66,42.53,80962.6598,4.89,0.01,140.99,0.17,-124.83,-0.15,10720.33,107.20
595,매수 청산,2023-08-16 19:10,XL1,1906.615,205.44,391513.1712,181.81,0.05,181.81,0.05,-3.08,0.00,10902.14,109.02
595,매수 진입,2023-08-16 18:50,L1,1905.73,205.44,391513.1712,181.81,0.05,181.81,0.05,-3.08,0.00,10902.14,109.02
596,매수 청산,2023-08-16 21:50,XL1,1900.797,205.44,391499.8176,-1000.08,-0.26,18.49,0.00,-1000.08,-0.26,9902.06,99.02
596,매수 진입,2023-08-16 20:20,L1,1905.665,205.44,391499.8176,-1000.08,-0.26,18.49,0.00,-1000.08,-0.26,9902.06,99.02
597,매수 청산,2023-08-16 21:50,XL2,1900.797,251.09,478271.2102,-1000.09,-0.21,0,0.00,-1000.09,-0.21,8901.97,89.02
597,매수 진입,2023-08-16 20:40,L2,1904.78,251.09,478271.2102,-1000.09,-0.21,0,0.00,-1000.09,-0.21,8901.97,89.02
598,매수 청산,2023-08-16 21:50,XL3,1900.797,322.84,614653.4618,-1000.16,-0.16,111.38,0.02,-1000.16,-0.16,7901.81,79.02
598,매수 진입,2023-08-16 20:40,L3,1903.895,322.84,614653.4618,-1000.16,-0.16,111.38,0.02,-1000.16,-0.16,7901.81,79.02
599,매수 청산,2023-08-16 21:50,XL4,1900.797,451.97,860103.4297,-1000.21,-0.12,555.92,0.06,-1000.21,-0.12,6901.6,69.02
599,매수 진입,2023-08-16 21:00,L4,1903.01,451.97,860103.4297,-1000.21,-0.12,555.92,0.06,-1000.21,-0.12,6901.6,69.02
600,매수 청산,2023-08-16 21:50,XL5,1900.797,753.29,1432851.741,-1000.37,-0.07,1593.21,0.11,-1000.37,-0.07,5901.23,59.01
600,매수 진입,2023-08-16 21:20,L5,1902.125,753.29,1432851.741,-1000.37,-0.07,1593.21,0.11,-1000.37,-0.07,5901.23,59.01
601,매수 청산,2023-08-16 21:50,XL6,1900.797,2259.88,4296574.251,-1001.13,-0.02,6779.64,0.16,-1001.13,-0.02,4900.1,49.00
601,매수 진입,2023-08-16 21:20,L6,1901.24,2259.88,4296574.251,-1001.13,-0.02,6779.64,0.16,-1001.13,-0.02,4900.1,49.00
602,매도 청산,2023-08-17 21:40,반대신호정리,1900.075,53.24,100817.926,-342.07,-0.34,215.09,0.21,-475.97,-0.47,4558.04,45.58
602,매도 진입,2023-08-17 05:30,S1,1893.65,53.24,100817.926,-342.07,-0.34,215.09,0.21,-475.97,-0.47,4558.04,45.58
603,매도 청산,2023-08-17 21:40,반대신호정리,1900.075,65.07,123442.0195,-195.86,-0.16,218.64,0.18,-359.51,-0.29,4362.18,43.62
603,매도 진입,2023-08-17 15:50,S2,1897.065,65.07,123442.0195,-195.86,-0.16,218.64,0.18,-359.51,-0.29,4362.18,43.62
604,매수 청산,2023-08-18 04:10,반대신호정리,1888.525,44.83,85022.11235,-359.54,-0.42,77.78,0.09,-513.75,-0.60,4002.64,40.03
604,매수 진입,2023-08-17 22:50,L1,1896.545,44.83,85022.11235,-359.54,-0.42,77.78,0.09,-513.75,-0.60,4002.64,40.03
605,매수 청산,2023-08-18 04:10,반대신호정리,1888.525,54.8,103708.452,-217.28,-0.21,0,0.00,-405.79,-0.39,3785.36,37.85
605,매수 진입,2023-08-18 00:40,L2,1892.49,54.8,103708.452,-217.28,-0.21,0,0.00,-405.79,-0.39,3785.36,37.85
606,매도 청산,2023-08-18 17:40,반대신호정리,1891.94,44.83,84693.7326,-121.94,-0.14,36.31,0.04,-269.43,-0.32,3663.42,36.63
606,매도 진입,2023-08-18 04:50,S1,1889.22,44.83,84693.7326,-121.94,-0.14,36.31,0.04,-269.43,-0.32,3663.42,36.63
607,매도 청산,2023-08-18 17:40,반대신호정리,1891.94,54.8,103751.47,73.16,0.07,111.79,0.11,-107.13,-0.10,3736.58,37.37
607,매도 진입,2023-08-18 09:40,S2,1893.275,54.8,103751.47,73.16,0.07,111.79,0.11,-107.13,-0.10,3736.58,37.37
608,매도 청산,2023-08-21 14:20,XS1,1892.81,121.61,229471.3814,-713.24,-0.31,4.86,0.00,-880.46,-0.38,3023.34,30.23
608,매도 진입,2023-08-21 11:20,S1,1886.945,121.61,229471.3814,-713.24,-0.31,4.86,0.00,-880.46,-0.38,3023.34,30.23
609,매도 청산,2023-08-21 14:20,XS2,1892.81,148.64,280697.7216,-649.56,-0.23,0,0.00,-853.94,-0.30,2373.78,23.74
609,매도 진입,2023-08-21 11:20,S2,1888.44,148.64,280697.7216,-649.56,-0.23,0,0.00,-853.94,-0.30,2373.78,23.74
610,매도 청산,2023-08-21 14:20,XS2,1892.81,148.64,280831.4976,-515.78,-0.18,133.03,0.05,-720.16,-0.26,1858,18.58
610,매도 진입,2023-08-21 11:20,S2,1889.34,148.64,280831.4976,-515.78,-0.18,133.03,0.05,-720.16,-0.26,1858,18.58
611,매도 청산,2023-08-21 14:20,XS2,1892.81,148.64,280902.9934,-444.28,-0.16,34.34,0.01,-648.66,-0.23,1413.71,14.14
611,매도 진입,2023-08-21 11:30,S2,1889.821,148.64,280902.9934,-444.28,-0.16,34.34,0.01,-648.66,-0.23,1413.71,14.14
612,매도 청산,2023-08-21 14:20,XS3,1892.81,191.11,361449.4008,-285.52,-0.08,121.55,0.03,-548.29,-0.15,1128.2,11.28
612,매도 진입,2023-08-21 11:50,S3,1891.316,191.11,361449.4008,-285.52,-0.08,121.55,0.03,-548.29,-0.15,1128.2,11.28
613,매도 청산,2023-08-21 14:20,XS4,1892.81,267.55,506421.5831,0.27,0.00,570.15,0.11,-367.61,-0.07,1128.46,11.28
613,매도 진입,2023-08-21 11:50,S4,1892.811,267.55,506421.5831,0.27,0.00,570.15,0.11,-367.61,-0.07,1128.46,11.28
614,매수 청산,2023-08-22 01:40,XL1,1891.97,43.65,82584.4905,0,0.00,24.66,0.03,-290.71,-0.35,1128.46,11.28
614,매수 진입,2023-08-21 22:40,L1,1891.97,43.65,82584.4905,0,0.00,24.66,0.03,-290.71,-0.35,1128.46,11.28
615,매수 청산,2023-08-22 01:40,XL2,1891.97,53.35,100714.3967,222.2,0.22,222.2,0.22,-133.11,-0.13,1350.67,13.51
615,매수 진입,2023-08-21 23:10,L2,1887.805,53.35,100714.3967,222.2,0.22,222.2,0.22,-133.11,-0.13,1350.67,13.51
616,매수 청산,2023-08-22 23:10,XL1,1894.775,43.65,82706.92875,0,0.00,426.68,0.52,-243.57,-0.29,1350.67,13.51
616,매수 진입,2023-08-22 03:40,L1,1894.775,43.65,82706.92875,0,0.00,426.68,0.52,-243.57,-0.29,1350.67,13.51
617,매수 청산,2023-08-22 23:10,XL2,1894.775,53.35,100864.0435,222.2,0.22,222.2,0.22,-75.49,-0.07,1572.87,15.73
617,매수 진입,2023-08-22 22:50,L2,1890.61,53.35,100864.0435,222.2,0.22,222.2,0.22,-75.49,-0.07,1572.87,15.73
618,매수 청산,2023-08-23 08:30,반대신호정리,1898.18,93.72,177789.6516,107.78,0.06,117.15,0.07,-56.7,-0.03,1680.65,16.81
618,매수 진입,2023-08-23 03:20,L1,1897.03,93.72,177789.6516,107.78,0.06,117.15,0.07,-56.7,-0.03,1680.65,16.81
619,매수 청산,2023-08-24 23:10,XL1,1918.55,66.84,128235.882,0,0.00,297.44,0.23,-448.16,-0.35,1680.65,16.81
619,매수 진입,2023-08-24 10:10,L1,1918.55,66.84,128235.882,0,0.00,297.44,0.23,-448.16,-0.35,1680.65,16.81
620,매수 청산,2023-08-24 23:10,XL2,1918.55,81.69,156504.1527,222.2,0.14,222.2,0.14,-325.53,-0.21,1902.84,19.03
620,매수 진입,2023-08-24 21:00,L2,1915.83,81.69,156504.1527,222.2,0.14,222.2,0.14,-325.53,-0.21,1902.84,19.03
621,매도 청산,2023-08-25 15:10,XS1,1913.75,300.52,575219.3216,99.17,0.02,291.5,0.05,-207.36,-0.04,2002.02,20.02
621,매도 진입,2023-08-25 13:20,S1,1914.08,300.52,575219.3216,99.17,0.02,291.5,0.05,-207.36,-0.04,2002.02,20.02
622,매도 청산,2023-08-25 15:10,XS2,1913.75,367.3,703263.8005,343.43,0.05,435.25,0.06,-31.22,0.00,2345.44,23.45
622,매도 진입,2023-08-25 14:50,S2,1914.685,367.3,703263.8005,343.43,0.05,435.25,0.06,-31.22,0.00,2345.44,23.45
623,매도 청산,2023-08-28 13:30,반대신호정리,1915.32,79.22,151307.4273,-424.22,-0.28,183.39,0.12,-600.09,-0.40,1921.22,19.21
623,매도 진입,2023-08-26 00:40,S1,1909.965,79.22,151307.4273,-424.22,-0.28,183.39,0.12,-600.09,-0.40,1921.22,19.21
624,매도 청산,2023-08-28 13:30,반대신호정리,1915.32,96.82,185145.0132,-296.27,-0.16,171.86,0.09,-511.21,-0.28,1624.95,16.25
624,매도 진입,2023-08-26 02:20,S2,1912.26,96.82,185145.0132,-296.27,-0.16,171.86,0.09,-511.21,-0.28,1624.95,16.25
625,매도 청산,2023-08-28 13:30,반대신호정리,1915.32,124.49,238342.9519,-95.23,-0.04,296.29,0.12,-371.6,-0.16,1529.71,15.30
625,매도 진입,2023-08-26 03:30,S3,1914.555,124.49,238342.9519,-95.23,-0.04,296.29,0.12,-371.6,-0.16,1529.71,15.30
626,매수 청산,2023-08-29 02:50,XL1,1920.725,55.09,105812.7403,0,0.00,0,0.00,-208.24,-0.20,1529.71,15.30
626,매수 진입,2023-08-29 02:00,L1,1920.725,55.09,105812.7403,0,0.00,0,0.00,-208.24,-0.20,1529.71,15.30
627,매수 청산,2023-08-29 02:50,XL2,1920.725,67.34,129119.3995,222.22,0.17,222.22,0.17,-32.32,-0.03,1751.94,17.52
627,매수 진입,2023-08-29 02:10,L2,1917.425,67.34,129119.3995,222.22,0.17,222.22,0.17,-32.32,-0.03,1751.94,17.52
628,매수 청산,2023-08-29 13:20,XL1,1924.924,310.8,598366.146,-99.77,-0.02,65.27,0.01,-390.05,-0.07,1652.17,16.52
628,매수 진입,2023-08-29 13:10,L1,1925.245,310.8,598366.146,-99.77,-0.02,65.27,0.01,-390.05,-0.07,1652.17,16.52
629,매수 청산,2023-08-29 13:20,XL2,1924.924,379.86,731101.3476,100.28,0.01,100.28,0.01,-254.51,-0.03,1752.45,17.52
629,매수 진입,2023-08-29 13:10,L2,1924.66,379.86,731101.3476,100.28,0.01,100.28,0.01,-254.51,-0.03,1752.45,17.52
630,매수 청산,2023-08-29 13:20,XL2,1924.924,379.86,730979.0327,222.6,0.03,222.6,0.03,-132.19,-0.02,1975.05,19.75
630,매수 진입,2023-08-29 13:20,L2,1924.338,379.86,730979.0327,222.6,0.03,222.6,0.03,-132.19,-0.02,1975.05,19.75
631,매수 청산,2023-08-30 21:10,XL1,1940.96,80.62,155934.8009,545.39,0.35,545.39,0.35,-5.24,0.00,2520.44,25.20
631,매수 진입,2023-08-30 01:20,L1,1934.195,80.62,155934.8009,545.39,0.35,545.39,0.35,-5.24,0.00,2520.44,25.20
632,매수 청산,2023-08-31 18:50,반대신호정리,1944.71,73.46,142816.1571,42.24,0.03,269.6,0.19,-145.45,-0.10,2562.68,25.63
632,매수 진입,2023-08-31 01:10,L1,1944.135,73.46,142816.1571,42.24,0.03,269.6,0.19,-145.45,-0.10,2562.68,25.63
633,매수 청산,2023-09-01 20:30,XL1,1945.465,172.33,335080.1753,181.81,0.05,181.81,0.05,-150.79,-0.05,2744.49,27.44
633,매수 진입,2023-09-01 19:10,L1,1944.41,172.33,335080.1753,181.81,0.05,181.81,0.05,-150.79,-0.05,2744.49,27.44
634,매수 청산,2023-09-02 01:20,XL1,1939.884,38.8,75549.226,-281.73,-0.37,0,0.00,-491.79,-0.65,2462.77,24.63
634,매수 진입,2023-09-01 22:40,L1,1947.145,38.8,75549.226,-281.73,-0.37,0,0.00,-491.79,-0.65,2462.77,24.63
635,매수 청산,2023-09-02 01:20,XL2,1939.884,47.43,92130.8778,-122.18,-0.13,93.67,0.10,-378.97,-0.41,2340.59,23.41
635,매수 진입,2023-09-01 22:40,L2,1942.46,47.43,92130.8778,-122.18,-0.13,93.67,0.10,-378.97,-0.41,2340.59,23.41
636,매수 청산,2023-09-02 01:20,XL2,1939.884,47.43,92008.65069,0.05,0.00,132.19,0.14,-256.74,-0.28,2340.63,23.41
636,매수 진입,2023-09-01 23:00,L2,1939.883,47.43,92008.65069,0.05,0.00,132.19,0.14,-256.74,-0.28,2340.63,23.41
637,매수 청산,2023-09-02 01:20,XL3,1939.884,60.98,118008.374,285.75,0.24,327.89,0.28,-44.39,-0.04,2626.39,26.26
637,매수 진입,2023-09-01 23:30,L3,1935.198,60.98,118008.374,285.75,0.24,327.89,0.28,-44.39,-0.04,2626.39,26.26
638,매도 청산,2023-09-05 10:50,XS1,1935.625,184.58,357823.0964,545.43,0.15,545.43,0.15,-65.53,-0.02,3171.82,31.72
638,매도 진입,2023-09-05 02:30,S1,1938.58,184.58,357823.0964,545.43,0.15,545.43,0.15,-65.53,-0.02,3171.82,31.72
639,매도 청산,2023-09-05 16:10,XS1,1937.323,336.7,652132.3445,-164.31,-0.03,3.37,0.00,-491.58,-0.08,3007.51,30.08
639,매도 진입,2023-09-05 16:00,S1,1936.835,336.7,652132.3445,-164.31,-0.03,3.37,0.00,-491.58,-0.08,3007.51,30.08
640,매도 청산,2023-09-05 16:10,XS2,1937.323,411.52,797268.56,21.4,0.00,203.7,0.03,-378.6,-0.05,3028.91,30.29
640,매도 진입,2023-09-05 16:00,S2,1937.375,411.52,797268.56,21.4,0.00,203.7,0.03,-378.6,-0.05,3028.91,30.29
641,매도 청산,2023-09-05 16:10,XS2,1937.323,411.52,797390.7814,143.62,0.02,143.62,0.02,-256.38,-0.03,3172.53,31.73
641,매도 진입,2023-09-05 16:00,S2,1937.672,411.52,797390.7814,143.62,0.02,143.62,0.02,-256.38,-0.03,3172.53,31.73
642,매도 청산,2023-09-05 16:10,XS2,1937.323,411.52,797469.7933,222.63,0.03,222.63,0.03,-177.37,-0.02,3395.16,33.95
642,매도 진입,2023-09-05 16:10,S2,1937.864,411.52,797469.7933,222.63,0.03,222.63,0.03,-177.37,-0.02,3395.16,33.95
643,매도 청산,2023-09-06 16:20,XS1,1924.72,204.29,393201.0488,0,0.00,0,0.00,-776.3,-0.20,3395.16,33.95
643,매도 진입,2023-09-06 11:10,S1,1924.72,204.29,393201.0488,0,0.00,0,0.00,-776.3,-0.20,3395.16,33.95
644,매도 청산,2023-09-06 16:20,XS2,1924.72,249.68,480786.3048,222.22,0.05,222.22,0.05,-726.57,-0.15,3617.38,36.17
644,매도 진입,2023-09-06 11:20,S2,1925.61,249.68,480786.3048,222.22,0.05,222.22,0.05,-726.57,-0.15,3617.38,36.17
645,매도 청산,2023-09-06 16:20,XS3,1924.72,321.02,618445.03,571.42,0.09,571.42,0.09,-648.46,-0.10,4188.79,41.89
645,매도 진입,2023-09-06 11:50,S3,1926.5,321.02,618445.03,571.42,0.09,571.42,0.09,-648.46,-0.10,4188.79,41.89
646,매도 청산,2023-09-06 16:20,XS4,1924.72,449.43,866226.8877,1199.98,0.14,1199.98,0.14,-507.86,-0.06,5388.77,53.89
646,매도 진입,2023-09-06 13:50,S4,1927.39,449.43,866226.8877,1199.98,0.14,1199.98,0.14,-507.86,-0.06,5388.77,53.89
647,매도 청산,2023-09-06 16:20,XS5,1924.72,749.06,1444397.417,2666.65,0.18,2666.65,0.18,-179.77,-0.01,8055.42,80.55
647,매도 진입,2023-09-06 14:30,S5,1928.28,749.06,1444397.417,2666.65,0.18,2666.65,0.18,-179.77,-0.01,8055.42,80.55
648,매수 청산,2023-09-07 23:40,XL1,1920.445,64.7,124252.7915,0,0.00,130.05,0.10,-205.42,-0.17,8055.42,80.55
648,매수 진입,2023-09-07 22:40,L1,1920.445,64.7,124252.7915,0,0.00,130.05,0.10,-205.42,-0.17,8055.42,80.55
649,매수 청산,2023-09-07 23:40,XL2,1920.445,79.08,151646.5758,222.21,0.15,222.21,0.15,-28.86,-0.02,8277.64,82.78
649,매수 진입,2023-09-07 23:20,L2,1917.635,79.08,151646.5758,222.21,0.15,222.21,0.15,-28.86,-0.02,8277.64,82.78
650,매수 청산,2023-09-08 14:10,XL1,1925.215,661.15,1272525.322,330.58,0.03,330.58,0.03,-251.24,-0.02,8608.21,86.08
650,매수 진입,2023-09-08 13:40,L1,1924.715,661.15,1272525.322,330.58,0.03,330.58,0.03,-251.24,-0.02,8608.21,86.08
651,매수 청산,2023-09-08 14:10,XL2,1925.215,808.08,1555101.475,626.26,0.04,626.26,0.04,-84.85,-0.01,9234.48,92.34
651,매수 진입,2023-09-08 13:50,L2,1924.44,808.08,1555101.475,626.26,0.04,626.26,0.04,-84.85,-0.01,9234.48,92.34
652,매수 청산,2023-09-08 17:50,XL1,1924.775,212.65,409303.4038,0,0.00,127.59,0.03,-281.76,-0.07,9234.48,92.34
652,매수 진입,2023-09-08 16:30,L1,1924.775,212.65,409303.4038,0,0.00,127.59,0.03,-281.76,-0.07,9234.48,92.34
653,매수 청산,2023-09-08 17:50,XL2,1924.775,259.9,500026.808,222.21,0.04,222.21,0.04,-122.15,-0.02,9456.69,94.57
653,매수 진입,2023-09-08 17:10,L2,1923.92,259.9,500026.808,222.21,0.04,222.21,0.04,-122.15,-0.02,9456.69,94.57
654,매수 청산,2023-09-08 21:00,XL1,1923.8,212.65,409096.07,0,0.00,42.53,0.01,-237.1,-0.06,9456.69,94.57
654,매수 진입,2023-09-08 19:40,L1,1923.8,212.65,409096.07,0,0.00,42.53,0.01,-237.1,-0.06,9456.69,94.57
655,매수 청산,2023-09-08 21:00,XL2,1923.8,259.9,499773.4055,222.21,0.04,222.21,0.04,-67.57,-0.01,9678.9,96.79
655,매수 진입,2023-09-08 20:40,L2,1922.945,259.9,499773.4055,222.21,0.04,222.21,0.04,-67.57,-0.01,9678.9,96.79
656,매도 청산,2023-09-11 22:50,반대신호정리,1925.015,54.6,104797.329,-308.49,-0.29,149.33,0.14,-623.26,-0.59,9370.41,93.70
656,매도 진입,2023-09-09 05:40,S1,1919.365,54.6,104797.329,-308.49,-0.29,149.33,0.14,-623.26,-0.59,9370.41,93.70
657,매도 청산,2023-09-11 22:50,반대신호정리,1925.015,66.73,128301.4374,-154.81,-0.12,59.72,0.05,-539.51,-0.42,9215.6,92.16
657,매도 진입,2023-09-11 10:40,S2,1922.695,66.73,128301.4374,-154.81,-0.12,59.72,0.05,-539.51,-0.42,9215.6,92.16
658,매수 청산,2023-09-12 04:30,반대신호정리,1922.385,67.96,130708.8272,-63.54,-0.05,126.41,0.10,-128.1,-0.10,9152.06,91.52
658,매수 진입,2023-09-11 23:40,L1,1923.32,67.96,130708.8272,-63.54,-0.05,126.41,0.10,-128.1,-0.10,9152.06,91.52
659,매도 청산,2023-09-12 10:30,XS1,1921.64,213.9,411038.796,0,0.00,101.6,0.02,-408.55,-0.10,9152.06,91.52
659,매도 진입,2023-09-12 09:30,S1,1921.64,213.9,411038.796,0,0.00,101.6,0.02,-408.55,-0.10,9152.06,91.52
660,매도 청산,2023-09-12 10:30,XS2,1921.64,261.43,502596.5607,222.22,0.04,328.09,0.07,-277.12,-0.06,9374.27,93.74
660,매도 진입,2023-09-12 10:10,S2,1922.49,261.43,502596.5607,222.22,0.04,328.09,0.07,-277.12,-0.06,9374.27,93.74
661,매도 청산,2023-09-12 10:30,XS3,1921.64,336.13,646492.2742,571.42,0.09,707.55,0.11,-70.59,-0.01,9945.69,99.46
661,매도 진입,2023-09-12 10:10,S3,1923.34,336.13,646492.2742,571.42,0.09,707.55,0.11,-70.59,-0.01,9945.69,99.46
662,매도 청산,2023-09-12 17:40,XS1,1920.832,295.63,567643.5975,-211.97,-0.04,101.99,0.02,-379.88,-0.07,9733.73,97.34
662,매도 진입,2023-09-12 17:20,S1,1920.115,295.63,567643.5975,-211.97,-0.04,101.99,0.02,-379.88,-0.07,9733.73,97.34
663,매도 청산,2023-09-12 17:40,XS2,1920.832,361.33,694017.3709,-36.86,-0.01,16.26,0.00,-242.09,-0.03,9696.87,96.97
663,매도 진입,2023-09-12 17:20,S2,1920.73,361.33,694017.3709,-36.86,-0.01,16.26,0.00,-242.09,-0.03,9696.87,96.97
664,매도 청산,2023-09-12 17:40,XS2,1920.832,361.33,694139.8618,85.64,0.01,111.65,0.02,-119.6,-0.02,9782.51,97.83
664,매도 진입,2023-09-12 17:20,S2,1921.069,361.33,694139.8618,85.64,0.01,111.65,0.02,-119.6,-0.02,9782.51,97.83
665,매도 청산,2023-09-12 17:40,XS2,1920.832,361.33,694218.6317,164.41,0.02,190.42,0.03,-40.83,-0.01,9946.91,99.47
665,매도 진입,2023-09-12 17:20,S2,1921.287,361.33,694218.6317,164.41,0.02,190.42,0.03,-40.83,-0.01,9946.91,99.47
